totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,totalLiabilities,totalCurrentLiabilities,currentDebt,shortTermDebt,totalNonCurrentLiabilities,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,date,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,operatingExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,operatingCashflow,paymentsForOperatingActivities,depreciationDepletionAndAmortization,capitalExpenditures,profitLoss,cashflowFromInvestment,cashflowFromFinancing,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,dividendPayout,dividendPayoutCommonStock,proceedsFromRepurchaseOfEquity,changeInCashAndCashEquivalents
923223000000,65478000000,65478000000,65478000000,337858000000,-8860000000,8860000000,4458000000,756000000,3702000000,356418000000,422000000,53875000000,845607000000,98633000000,79599000000,58499000000,175875000000,32841000000,21100000000,175875000000,91340000000,-260372000000,77616000000,51598000000,69975000000,8000000,441499049,2013-09-30,2167000000,8280000000,4555000000,2587000000,-1230000000,2701000000,4955000000,840000000,2398000000,1558000000,280000000,2167000000,650000000,1517000000,1500000000,3725000000,4005000000,1517000000,1517000000,1350000000,47000000,169000000,1517000000,1055000000,606000000,1650000000,1650000000,325000000,325000000,-1650000000,-6920000000.0
938456000000,72398000000,72398000000,72398000000,369080000000,-8820000000,8820000000,4494000000,795000000,3699000000,175172000000,374000000,51930000000,860413000000,188500000000,188500000000,164766000000,169717000000,383982000000,23734000000,169717000000,548748000000,-270732000000,78043000000,49949000000,68783000000,8000000,450480540,2013-06-30,-7589000000,10449000000,5967000000,3913000000,-11644000000,4025000000,5727000000,826000000,2663000000,1837000000,266000000,2645000000,714000000,1931000000,1556000000,4482000000,4748000000,1931000000,1934000000,1370000000,30000000,158000000,1931000000,-707000000,-1560000000,1600000000,1600000000,312000000,312000000,-609000000,9065000000.0
959223000000,187141000000,63333000000,63333000000,400491000000,7960000000,8820000000,4683000000,4683000000,4683000000,175172000000,387393000000,41044000000,881995000000,244507000000,188500000000,40980000000,244507000000,167008000000,23734000000,169717000000,238449000000,-244507000000,77228000000,-48347000000,67164000000,8000000,509799994,2013-03-31,4972000000,11773000000,4557000000,4557000000,5056000000,4466000000,2160000000,925000000,2663000000,1683000000,302000000,3373000000,1113000000,2260000000,2245000000,5056000000,5358000000,2260000000,-5698000000,1960000000,42000000,171000000,2260000000,-953000000,-2685000000,1600000000,1525000000,319000000,319000000,-1525000000,-9336000000.0
938555000000,72670000000,72669000000,72670000000,420780000000,-9050000000,9050000000,5099000000,1397000000,3702000000,137346000000,453000000,1000000,862839000000,203556000000,203556000000,67349000000,176270000000,399470000000,25344000000,176270000000,577682000000,-261834000000,75716000000,46850000000,65223000000,8000000,465148387,2012-12-31,-6541000000,11127000000,4923000000,13819000000,-9357000000,2684000000,4479000000,973000000,2864000000,1891000000,500000000,4313000000,1421000000,2892000000,3081000000,6204000000,6704000000,2892000000,2961000000,1380000000,132000000,254000000,2892000000,-2217000000,8286000000,1524000000,1524000000,307000000,307000000,-687000000,9030000000.0
949207000000,63640000000,63639000000,63640000000,429577000000,-9020000000,9020000000,5296000000,1533000000,3763000000,166228000000,518000000,1000000,875520000000,96896000000,96896000000,68321000000,176221000000,402813000000,28575000000,176221000000,471134000000,-252722000000,73687000000,45334000000,62638000000,8000000,471430795,2012-09-30,-7656000000,10144000000,6053000000,3892000000,-11704000000,3988000000,5689000000,836000000,2629000000,1793000000,396000000,2298000000,786000000,1512000000,1636000000,4091000000,4487000000,1512000000,1482000000,2150000000,60000000,165000000,1512000000,-336000000,4049000000,1250000000,1250000000,286000000,286000000,-750000000,4726000000.0
948638000000,58910000000,58910000000,58910000000,401884000000,8616000000,8820000000,5400000000,1621000000,3779000000,168188000000,672000000,56685000000,875783000000,92031000000,92031000000,65138000000,176338000000,401788000000,26893000000,176338000000,466926000000,-254876000000,72855000000,44092000000,61412000000,8000000,480990890,2012-06-30,-6827000000,6627000000,5212000000,3129000000,-10149000000,3246000000,4972000000,-1615000000,3055000000,1650000000,76000000,1415000000,453000000,962000000,963000000,3065000000,3141000000,962000000,940000000,1680000000,76000000,152000000,962000000,-941000000,-2651000000,1501000000,1501000000,273000000,273000000,249000000,1775000000.0
950932000000,57140000000,57140000000,57140000000,400140000000,8597000000,8590000000,5370000000,1588000000,3782000000,169759000000,667000000,234149000000,879276000000,103488000000,103488000000,74049000000,179403000000,410126000000,29439000000,179403000000,484175000000,-259026000000,71656000000,42592000000,60723000000,8000000,495210854,2012-03-31,-8355000000,9949000000,6768000000,6426000000,-13116000000,4691000000,6386000000,-1587000000,2833000000,1625000000,70000000,3181000000,1072000000,2109000000,2118000000,4806000000,4876000000,2109000000,3538000000,4040000000,70000000,390000000,2109000000,-240000000,-2168000000,365000000,365000000,220000000,220000000,-365000000,1130000000.0
923225000000,56000000000,56008000000,56000000000,379035000000,8697000000,8460000000,1666000000,1666000000,3802000000,154005000000,664000000,252053000000,852846000000,107059000000,107059000000,78223000000,181724000000,416179000000,28836000000,181724000000,494402000000,-276515000000,70379000000,42281000000,58834000000,8000000,485467565,2011-12-31,-6428000000,5489000000,4802000000,1030000000,-9642000000,3032000000,4877000000,9624000000,3032000000,3462000000,1658000000,1247000000,234000000,1013000000,811000000,4709000000,6367000000,1013000000,19215000000,1940000000,182000000,205000000,1013000000,497000000,-7907000000,908000000,908000000,222000000,222000000,-908000000,11805000000.0
948909000000,44200000000,44200000000,44200000000,387063000000,9484000000,8350000000,5459000000,1816000000,3643000000,157590000000,661000000,263277000000,878821000000,119278000000,119278000000,87281000000,185020000000,425829000000,31997000000,185020000000,513110000000,-273948000000,70088000000,41372000000,58043000000,8000000,492622657,2011-09-30,-5764000000,3587000000,4317000000,1840000000,-7775000000,1927000000,3490000000,-1447000000,3354000000,1479000000,84000000,-730000000,-337000000,-393000000,-360000000,749000000,833000000,-393000000,-424000000,2090000000,84000000,459000000,-393000000,539000000,8456000000,2160000000,2160000000,223000000,223000000,-2160000000,-1230000000.0
936910000000,45430000000,45430000000,45430000000,386675000000,9743000000,8060000000,5187000000,1864000000,3323000000,179542000000,1140000000,223776000000,864554000000,116299000000,116299000000,83063000000,183221000000,175210000000,33236000000,183221000000,266284000000,-266348000000,72356000000,39219000000,58659000000,8000000,507855774,2011-06-30,-7329000000,7281000000,5669000000,3456000000,-10992000000,3597000000,5350000000,-1660000000,3681000000,1687000000,66000000,1612000000,525000000,-17186000000,1070000000,3299000000,3365000000,1087000000,-17186000000,1310000000,66000000,243000000,-17186000000,337000000,-8342000000,1499000000,5356000000,1968000000,1968000000,-5356000000,2750000000.0
933289000000,42680000000,42680000000,42680000000,391393000000,10184000000,7860000000,1916000000,1916000000,3322000000,185382000000,1165000000,53512000000,860820000000,201814000000,201814000000,171728000000,183053000000,173793000000,30086000000,183053000000,264453000000,-247142000000,72469000000,37723000000,57803000000,8000000,517917496,2011-03-31,-8683000000,11894000000,7854000000,5500000000,-14350000000,5610000000,6525000000,-829000000,3107000000,858000000,57000000,4040000000,1305000000,-23509000000,2691000000,4898000000,4955000000,2735000000,1900000000,2710000000,57000000,277000000,-23509000000,112000000,883000000,1481000000,1481000000,358000000,358000000,-1481000000,2895000000.0
911332000000,39790000000,39788000000,39790000000,375026000000,11106000000,7870000000,5522000000,2027000000,3495000000,167751000000,1445000000,242086000000,833976000000,193699000000,193699000000,72371000000,188247000000,174399000000,25396000000,188247000000,262144000000,-262875000000,77356000000,36295000000,57163000000,8000000,507530772,2010-12-31,-32530000000,8064000000,5168000000,4354000000,-36031000000,3140000000,2956000000,-7270000000,3069000000,-545000000,361000000,3474000000,1087000000,-42286000000,2385000000,2929000000,3290000000,2387000000,-9282000000,1390000000,361000000,328000000,-42286000000,592000000,12349000000,1095000000,1095000000,360000000,360000000,-1095000000,3659000000.0
908679000000,36130000000,36130000000,36130000000,351795000000,11410000000,8120000000,5866000000,2359000000,3507000000,537265000000,1402000000,52192000000,833022000000,178349000000,178349000000,155997000000,197070000000,197067000000,22352000000,197070000000,229069000000,-233801000000,75657000000,35202000000,55136000000,8000000,511518083,2010-09-30,568000000,6660000000,6092000000,4125000000,-3614000000,4149000000,5589000000,1055000000,2937000000,1407000000,33000000,2811000000,913000000,-10619000000,1932000000,4218000000,4251000000,1898000000,-10619000000,1600000000,33000000,447000000,-10619000000,-87000000,2939000000,819000000,819000000,361000000,361000000,-819000000,3528000000.0
883188000000,32600000000,32600000000,32600000000,334868000000,11958000000,7800000000,5894000000,2346000000,3548000000,526306000000,1359000000,56414000000,809369000000,174104000000,174104000000,156068000000,190980000000,190984000000,18036000000,190980000000,217705000000,-229399000000,73819000000,34386000000,53599000000,8000000,515486866,2010-06-30,-586000000,6807000000,7393000000,4076000000,-4772000000,4104000000,5474000000,1515000000,3302000000,1288000000,82000000,1448000000,835000000,-13000000000,651000000,2736000000,2818000000,613000000,-13000000000,1740000000,82000000,174000000,-13000000000,276000000,-4692000000,0,0,359000000,359000000,0,5537000000.0
880528000000,141560000000,70117000000,70117000000,339435000000,12322000000,7800000000,5983000000,5983000000,3575000000,542276000000,1359000000,43053000000,807584000000,153517000000,153517000000,153517000000,180414000000,193609000000,18036000000,180414000000,221198000000,-40784000000,72944000000,34388000000,53345000000,8000000,514190734,2010-03-31,-7616000000,10522000000,7616000000,5749000000,-13395000000,5779000000,5779000000,-799000000,3001000000,814000000,44000000,5159000000,1703000000,-22714000000,3462000000,5973000000,6017000000,3456000000,-7504000000,2010000000,44000000,278000000,-22714000000,-966000000,-2757000000,2269000000,2269000000,363000000,363000000,-2269000000,-11227000000.0
848942000000,38290000000,38290000000,38290000000,360186000000,11380000000,7280000000,1377000000,1377000000,3543000000,532341000000,1484000000,180942000000,778228000000,128360000000,128360000000,128360000000,185085000000,196288000000,17928000000,196288000000,246735000000,-236081000000,70714000000,32156000000,50252000000,8000000,515113890,2009-12-31,-2238000000,9526000000,2238000000,1915000000,-1996000000,-242000000,-242000000,-7732000000,3075000000,-799000000,26000000,7377000000,2429000000,-6663000000,4826000000,6578000000,6604000000,4948000000,25523000000,1270000000,26000000,479000000,-6663000000,-261000000,-9986000000,0,2269000000,355000000,355000000,-20816000000,15276000000.0
882185000000,135910000000,65974000000,65974000000,352190000000,11321000000,7280000000,1388000000,1388000000,1388000000,574007000000,1484000000,185548000000,816831000000,127035000000,127035000000,127035000000,189724000000,204305000000,17928000000,189724000000,228279000000,-38555000000,65354000000,32157000000,45660000000,8000000,513055963,2009-09-30,-7578000000,12372000000,7578000000,5581000000,-13207000000,5629000000,5629000000,1453000000,3000000000,1064000000,8000000,4794000000,1606000000,-22391000000,3298000000,5858000000,5866000000,3188000000,-22391000000,1270000000,8000000,424000000,-22391000000,-261000000,-5966000000,0,2269000000,355000000,355000000,3291000000,838000000.0
